========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     710 |       56070 |       00:14:10 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     711 |       56100 |       00:14:10 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     711 |       56130 |       00:14:11 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     711 |       56160 |       00:14:11 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     712 |       56190 |       00:14:12 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     712 |       56220 |       00:14:12 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     713 |       56250 |       00:14:13 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     713 |       56280 |       00:14:13 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     713 |       56310 |       00:14:14 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     714 |       56340 |       00:14:14 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     714 |       56370 |       00:14:14 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     714 |       56400 |       00:14:15 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     715 |       56430 |       00:14:15 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     715 |       56460 |       00:14:16 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     716 |       56490 |       00:14:16 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     716 |       56520 |       00:14:17 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     716 |       56550 |       00:14:17 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     717 |       56580 |       00:14:18 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     717 |       56610 |       00:14:18 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     717 |       56640 |       00:14:19 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     718 |       56670 |       00:14:19 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     718 |       56700 |       00:14:19 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     719 |       56730 |       00:14:20 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     719 |       56760 |       00:14:20 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     719 |       56790 |       00:14:21 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     720 |       56820 |       00:14:21 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     720 |       56850 |       00:14:22 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     720 |       56880 |       00:14:22 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     721 |       56910 |       00:14:23 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     721 |       56940 |       00:14:23 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     722 |       56970 |       00:14:24 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     722 |       57000 |       00:14:24 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     722 |       57030 |       00:14:24 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     723 |       57060 |       00:14:25 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     723 |       57090 |       00:14:25 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     724 |       57120 |       00:14:26 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     724 |       57150 |       00:14:26 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     724 |       57180 |       00:14:27 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     725 |       57210 |       00:14:27 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     725 |       57240 |       00:14:28 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     725 |       57270 |       00:14:28 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     726 |       57300 |       00:14:28 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     726 |       57330 |       00:14:29 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     727 |       57360 |       00:14:30 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     727 |       57390 |       00:14:30 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     727 |       57420 |       00:14:30 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     728 |       57450 |       00:14:31 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     728 |       57480 |       00:14:31 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     728 |       57510 |       00:14:32 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     729 |       57540 |       00:14:32 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     729 |       57570 |       00:14:33 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     730 |       57600 |       00:14:33 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     730 |       57630 |       00:14:34 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     730 |       57660 |       00:14:34 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     731 |       57690 |       00:14:35 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     731 |       57720 |       00:14:35 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     732 |       57750 |       00:14:36 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     732 |       57780 |       00:14:36 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     732 |       57810 |       00:14:36 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     733 |       57840 |       00:14:37 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     733 |       57870 |       00:14:37 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     733 |       57900 |       00:14:38 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     734 |       57930 |       00:14:38 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     734 |       57960 |       00:14:39 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     735 |       57990 |       00:14:39 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     735 |       58020 |       00:14:40 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     735 |       58050 |       00:14:40 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     736 |       58080 |       00:14:41 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     736 |       58110 |       00:14:41 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     736 |       58140 |       00:14:41 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     737 |       58170 |       00:14:42 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     737 |       58200 |       00:14:42 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     738 |       58230 |       00:14:43 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     738 |       58260 |       00:14:43 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     738 |       58290 |       00:14:44 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     739 |       58320 |       00:14:44 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     739 |       58350 |       00:14:44 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     739 |       58380 |       00:14:45 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     740 |       58410 |       00:14:45 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     740 |       58440 |       00:14:46 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     741 |       58470 |       00:14:46 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     741 |       58500 |       00:14:47 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     741 |       58530 |       00:14:47 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     742 |       58560 |       00:14:48 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     742 |       58590 |       00:14:48 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     743 |       58620 |       00:14:48 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     743 |       58650 |       00:14:49 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     743 |       58680 |       00:14:49 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     744 |       58710 |       00:14:50 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     744 |       58740 |       00:14:50 |         0.06 |         0.05 |       0.0018 |       0.0015 |          0.0012 |
|     744 |       58770 |       00:14:51 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     745 |       58800 |       00:14:51 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     745 |       58830 |       00:14:51 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     746 |       58860 |       00:14:52 |         0.05 |         0.05 |       0.0013 |       0.0015 |          0.0012 |
|     746 |       58890 |       00:14:52 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     746 |       58920 |       00:14:53 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     747 |       58950 |       00:14:53 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     747 |       58980 |       00:14:54 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     747 |       59010 |       00:14:54 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     748 |       59040 |       00:14:55 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     748 |       59070 |       00:14:55 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     749 |       59100 |       00:14:55 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     749 |       59130 |       00:14:56 |         0.06 |         0.05 |       0.0017 |       0.0015 |          0.0012 |
|     749 |       59160 |       00:14:56 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     750 |       59190 |       00:14:57 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     750 |       59220 |       00:14:57 |         0.05 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
|     750 |       59250 |       00:14:58 |         0.06 |         0.05 |       0.0016 |       0.0015 |          0.0012 |
|     751 |       59280 |       00:14:58 |         0.05 |         0.05 |       0.0014 |       0.0015 |          0.0012 |
|     751 |       59310 |       00:14:58 |         0.06 |         0.05 |       0.0015 |       0.0015 |          0.0012 |
